url;title;category;stars;price;in_stock
http://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html;God: The Most Unpleasant Character in All Fiction;Religion;5;£30.03;In stock (14 available)
http://books.toscrape.com/catalogue/balloon-animals_665/index.html;Balloon Animals;Fiction;3;£17.03;In stock (14 available)
http://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html;A Study in Scarlet (Sherlock Holmes #1);Mystery;2;£16.73;In stock (14 available)
http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html;The Epidemic (The Program 0.6);Young Adult;5;£14.44;In stock (12 available)
http://books.toscrape.com/catalogue/eleanor-park_616/index.html;Eleanor & Park;Default;5;£56.51;In stock (12 available)
http://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html;Glory over Everything: Beyond The Kitchen House;Historical Fiction;3;£45.84;In stock (14 available)
http://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html;Art Ops Vol. 1;Sequential Art;3;£48.80;In stock (14 available)
http://books.toscrape.com/catalogue/the-dinner-party_635/index.html;The Dinner Party;Fiction;2;£56.54;In stock (12 available)
http://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html;Feathers: Displays of Brilliant Plumage;Art;3;£49.05;In stock (14 available)
http://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html;Dirty (Dive Bar #1);Romance;4;£40.83;In stock (12 available)
http://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html;A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer;Add a comment;2;£56.48;In stock (14 available)
http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html;Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1);Young Adult;4;£58.14;In stock (14 available)
http://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html;Can You Keep a Secret? (Fear Street Relaunch #4);Horror;1;£48.64;In stock (12 available)
http://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html;The Diary of a Young Girl;Nonfiction;3;£59.90;In stock (12 available)
http://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html;A People's History of the United States;Add a comment;2;£40.79;In stock (14 available)
http://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html;Angels Walking (Angels Walking #1);Add a comment;2;£34.20;In stock (14 available)
http://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html;Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years;Nonfiction;4;£15.06;In stock (14 available)
http://books.toscrape.com/catalogue/a-man-called-ove_653/index.html;A Man Called Ove;Fiction;1;£39.72;In stock (14 available)
http://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html;Boar Island (Anna Pigeon #19);Mystery;3;£59.48;In stock (12 available)
http://books.toscrape.com/catalogue/the-children_633/index.html;The Children;Add a comment;3;£11.88;In stock (12 available)
http://books.toscrape.com/catalogue/every-last-word_693/index.html;Every Last Word;Default;3;£46.47;In stock (14 available)
http://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html;Angels & Demons (Robert Langdon #1);Default;3;£51.48;In stock (14 available)
http://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html;A Distant Mirror: The Calamitous 14th Century;History;3;£14.58;In stock (14 available)
http://books.toscrape.com/catalogue/a-paris-apartment_612/index.html;A Paris Apartment;Historical Fiction;4;£39.01;In stock (12 available)
http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html;Stars Above (The Lunar Chronicles #4.5);Young Adult;2;£48.05;In stock (12 available)
http://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html;Eligible (The Austen Project #4);Fiction;3;£27.09;In stock (14 available)
http://books.toscrape.com/catalogue/el-deafo_691/index.html;El Deafo;Sequential Art;5;£57.62;In stock (14 available)
http://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html;A Brush of Wings (Angels Walking #3);Add a comment;1;£55.51;In stock (14 available)
http://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html;A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More;Food and Drink;1;£38.77;In stock (12 available)
http://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html;Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas;Nonfiction;3;£21.21;In stock (12 available)
http://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html;Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back;Default;2;£52.86;In stock (8 available)
http://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html;1491: New Revelations of the Americas Before Columbus;History;3;£21.80;In stock (14 available)
http://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html;Eight Hundred Grapes;Fiction;4;£14.39;In stock (14 available)
http://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html;Troublemaker: Surviving Hollywood and Scientology;Default;2;£48.39;In stock (11 available)
http://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html;Raspberry Pi Electronics Projects for the Evil Genius;Default;4;£49.67;In stock (12 available)
http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html;Future Shock (Future Shock #1);Young Adult;5;£55.65;In stock (8 available)
http://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html;The Three Searches, Meaning, and the Story;Default;3;£13.33;In stock (13 available)
http://books.toscrape.com/catalogue/the-widow_609/index.html;The Widow;Mystery;2;£27.26;In stock (11 available)
http://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html;Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life;Nonfiction;5;£51.75;In stock (14 available)
http://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html;Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two;Business;1;£43.14;In stock (12 available)
http://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html;Ender's Game (The Ender Quintet #1);Default;1;£43.64;In stock (8 available)
http://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html;The Sleep Revolution: Transforming Your Life, One Night at a Time;Nonfiction;4;£11.68;In stock (11 available)
http://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html;Eat Fat, Get Thin;Health;2;£54.07;In stock (14 available)
http://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html;Searching for Meaning in Gailana;Fantasy;1;£38.73;In stock (13 available)
http://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html;Psycho: Sanitarium (Psycho #1.5);Horror;5;£36.97;In stock (12 available)
http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html;Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World;Science;1;£28.41;In stock (8 available)
http://books.toscrape.com/catalogue/poisonous-max-revere-novels-3_627/index.html;Poisonous (Max Revere Novels #3);Mystery;3;£26.80;In stock (12 available)
http://books.toscrape.com/catalogue/the-improbability-of-love_607/index.html;The Improbability of Love;Fiction;1;£59.45;In stock (11 available)
http://books.toscrape.com/catalogue/dont-get-caught_687/index.html;Don't Get Caught;Young Adult;1;£55.35;In stock (14 available)
http://books.toscrape.com/catalogue/rook_647/index.html;Rook;Add a comment;4;£37.86;In stock (13 available)
http://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html;Death by Leisure: A Cautionary Tale;Default;4;£37.51;In stock (8 available)
http://books.toscrape.com/catalogue/the-art-of-startup-fundraising_606/index.html;The Art of Startup Fundraising;Business;3;£21.00;In stock (11 available)
http://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html;My Kitchen Year: 136 Recipes That Saved My Life;Food and Drink;2;£11.53;In stock (13 available)
http://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html;Doctor Sleep (The Shining #2);Horror;2;£40.12;In stock (14 available)
http://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html;One with You (Crossfire #5);Add a comment;4;£15.71;In stock (12 available)
http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html;Brilliant Beacons: A History of the American Lighthouse;History;3;£11.45;In stock (8 available)
http://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html;13 Hours: The Inside Account of What Really Happened In Benghazi;Nonfiction;1;£27.06;In stock (13 available)
http://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html;Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3);Fantasy;5;£37.51;In stock (14 available)
http://books.toscrape.com/catalogue/take-me-home-tonight-rock-star-romance-3_605/index.html;Take Me Home Tonight (Rock Star Romance #3);Romance;3;£53.98;In stock (11 available)
http://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html;No Love Allowed (Dodge Cove #1);Young Adult;4;£54.65;In stock (12 available)
http://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html;Brazen: The Courage to Find the You That's Been Hiding;Nonfiction;2;£19.22;In stock (8 available)
http://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html;Sleeping Giants (Themis Files #1);Science Fiction;1;£48.74;In stock (11 available)
http://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html;Murder at the 42nd Street Library (Raymond Ambler #1);Mystery;4;£54.36;In stock (12 available)
http://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html;Dear Mr. Knightley;Fiction;5;£11.21;In stock (14 available)
http://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html;Will You Won't You Want Me?;Womens Fiction;3;£13.86;In stock (12 available)
http://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html;Between the World and Me;Nonfiction;4;£56.91;In stock (8 available)
http://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html;Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena;Biography;2;£21.15;In stock (11 available)
http://books.toscrape.com/catalogue/most-wanted_623/index.html;Most Wanted;Mystery;3;£35.28;In stock (12 available)
http://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html;Daily Fantasy Sports;Default;1;£36.58;In stock (14 available)
http://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html;Tipping Point for Planet Earth: How Close Are We to the Edge?;Science;1;£37.55;In stock (12 available)
http://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html;Being Mortal: Medicine and What Matters in the End;Nonfiction;4;£55.06;In stock (8 available)
http://books.toscrape.com/catalogue/playing-with-fire_602/index.html;Playing with Fire;Mystery;3;£13.71;In stock (11 available)
http://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html;A Murder Over a Girl: Justice, Gender, Junior High;Nonfiction;3;£13.20;In stock (8 available)
http://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html;Love, Lies and Spies;Historical Fiction;2;£20.55;In stock (12 available)
http://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html;Crazy Love: Overwhelmed by a Relentless God;Christian;2;£47.72;In stock (14 available)
http://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html;The Star-Touched Queen;Fantasy;5;£32.30;In stock (12 available)
http://books.toscrape.com/catalogue/off-the-hook-fishing-for-trouble-1_601/index.html;Off the Hook (Fishing for Trouble #1);Romance;3;£47.67;In stock (11 available)
http://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html;How to Speak Golf: An Illustrated Guide to Links Lingo;Default;5;£58.32;In stock (12 available)
http://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html;The Silent Sister (Riley MacPherson #1);Fiction;5;£46.29;In stock (12 available)
http://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html;Cometh the Hour (The Clifton Chronicles #6);Fiction;3;£25.01;In stock (14 available)
http://books.toscrape.com/catalogue/32-yolks_510/index.html;32 Yolks;Food and Drink;2;£53.63;In stock (8 available)
http://books.toscrape.com/catalogue/mothering-sunday_600/index.html;Mothering Sunday;Fiction;2;£13.34;In stock (11 available)
http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html;"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination";History;5;£44.48;In stock (8 available)
http://books.toscrape.com/catalogue/mother-can-you-not_599/index.html;Mother, Can You Not?;Nonfiction;5;£16.89;In stock (11 available)
http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Self Help;3;£12.08;In stock (7 available)
http://books.toscrape.com/catalogue/m-train_598/index.html;M Train;Autobiography;1;£27.18;In stock (11 available)
http://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html;Wildlife of New York: A Five-Borough Coloring Book;Default;2;£22.14;In stock (7 available)
http://books.toscrape.com/catalogue/lilac-girls_597/index.html;Lilac Girls;Historical Fiction;2;£17.28;In stock (11 available)
http://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html;What Happened on Beale Street (Secrets of the South Mysteries #2);Mystery;5;£25.37;In stock (7 available)
http://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html;Lies and Other Acts of Love;Fiction;1;£45.14;In stock (11 available)
http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html;Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain;Spirituality;2;£46.33;In stock (7 available)
http://books.toscrape.com/catalogue/lab-girl_595/index.html;Lab Girl;Autobiography;1;£40.85;In stock (11 available)
http://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html;Under the Tuscan Sun;Travel;3;£37.33;In stock (7 available)
http://books.toscrape.com/catalogue/keep-me-posted_594/index.html;Keep Me Posted;Womens Fiction;4;£20.46;In stock (11 available)
http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html;Toddlers Are A**holes: It's Not Your Fault;Humor;1;£25.55;In stock (7 available)
http://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html;It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle;Psychology;3;£56.27;In stock (11 available)
http://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html;The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible;Default;1;£34.72;In stock (7 available)
http://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html;Grey (Fifty Shades #4);Womens Fiction;4;£48.49;In stock (11 available)
http://books.toscrape.com/catalogue/the-whale_501/index.html;The Whale;Childrens;4;£35.96;In stock (7 available)
http://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html;Exit, Pursued by a Bear;Young Adult;4;£51.34;In stock (11 available)
http://books.toscrape.com/catalogue/daredevils_590/index.html;Daredevils;Fiction;3;£16.34;In stock (11 available)
http://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html;Cravings: Recipes for What You Want to Eat;Food and Drink;3;£20.50;In stock (11 available)
http://books.toscrape.com/catalogue/without-shame_580/index.html;Without Shame;Add a comment;5;£48.27;In stock (9 available)
http://books.toscrape.com/catalogue/the-story-of-art_500/index.html;The Story of Art;Art;4;£41.14;In stock (7 available)
http://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html;Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster;Nonfiction;2;£35.92;In stock (9 available)
http://books.toscrape.com/catalogue/roller-girl_540/index.html;Roller Girl;Sequential Art;5;£14.10;In stock (8 available)
http://books.toscrape.com/catalogue/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html;Born for This: How to Find the Work You Were Meant to Do;Business;5;£21.59;In stock (11 available)
http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html;The Origin of Species;Science;4;£10.01;In stock (7 available)
http://books.toscrape.com/catalogue/watchmen_579/index.html;Watchmen;Add a comment;4;£58.05;In stock (9 available)
http://books.toscrape.com/catalogue/rising-strong_539/index.html;Rising Strong;Nonfiction;3;£21.82;In stock (8 available)
http://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html;Art and Fear: Observations on the Perils (and Rewards) of Artmaking;Art;4;£48.63;In stock (9 available)
http://books.toscrape.com/catalogue/arena_587/index.html;Arena;Science Fiction;4;£21.36;In stock (11 available)
http://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html;Unlimited Intuition Now;Default;4;£58.87;In stock (9 available)
http://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html;A Shard of Ice (The Black Symphony Saga #1);Fantasy;3;£56.63;In stock (9 available)
http://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html;Proofs of God: Classical Arguments from Tertullian to Barth;Philosophy;1;£54.21;In stock (8 available)
http://books.toscrape.com/catalogue/the-great-gatsby_498/index.html;The Great Gatsby;Default;4;£36.05;In stock (7 available)
http://books.toscrape.com/catalogue/adultery_586/index.html;Adultery;Default;5;£20.88;In stock (11 available)
http://books.toscrape.com/catalogue/underlying-notes_577/index.html;Underlying Notes;Default;2;£11.82;In stock (9 available)
http://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html;A Hero's Curse (The Unseen Chronicles #1);Add a comment;3;£50.49;In stock (9 available)
http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html;Please Kill Me: The Uncensored Oral History of Punk;Music;4;£31.19;In stock (8 available)
http://books.toscrape.com/catalogue/the-good-girl_497/index.html;The Good Girl;Default;3;£49.03;In stock (7 available)
http://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html;A Mother's Reckoning: Living in the Aftermath of Tragedy;Nonfiction;3;£19.53;In stock (11 available)
http://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html;23 Degrees South: A Tropical Tale of Changing Whether...;Add a comment;2;£35.79;In stock (9 available)
http://books.toscrape.com/catalogue/the-glass-castle_496/index.html;The Glass Castle;Add a comment;1;£16.24;In stock (7 available)
http://books.toscrape.com/catalogue/the-shack_576/index.html;The Shack;Fiction;1;£28.03;In stock (9 available)
http://books.toscrape.com/catalogue/a-gentlemans-position-society-of-gentlemen-3_584/index.html;A Gentleman's Position (Society of Gentlemen #3);Romance;5;£14.75;In stock (11 available)
http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html;Out of Print: City Lights Spotlight No. 14;Poetry;5;£53.64;In stock (8 available)
http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html;The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist;Biography;1;£39.55;In stock (7 available)
http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html;My Life Next Door (My Life Next Door );Young Adult;5;£36.39;In stock (8 available)
http://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html;The New Brand You: Your New Image Makes the Sale for You;Default;5;£44.05;In stock (9 available)
http://books.toscrape.com/catalogue/112263_583/index.html;11/22/63;Fiction;3;£48.48;In stock (11 available)
http://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html;Zero to One: Notes on Startups, or How to Build the Future;Nonfiction;3;£34.06;In stock (8 available)
http://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html;The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York;Food and Drink;4;£12.34;In stock (9 available)
http://books.toscrape.com/catalogue/why-not-me_554/index.html;Why Not Me?;Nonfiction;1;£17.76;In stock (8 available)
http://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html;10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works;Nonfiction;2;£24.57;In stock (10 available)
http://books.toscrape.com/catalogue/millers-valley_534/index.html;Miller's Valley;Fiction;2;£58.54;In stock (8 available)
http://books.toscrape.com/catalogue/the-drowning-girls_494/index.html;The Drowning Girls;Add a comment;3;£35.67;In stock (7 available)
http://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html;Man's Search for Meaning;Nonfiction;3;£29.48;In stock (8 available)
http://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html;When Breath Becomes Air;Nonfiction;2;£39.36;In stock (8 available)
http://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html;The Constant Princess (The Tudor Court #1);Historical Fiction;3;£16.62;In stock (7 available)
http://books.toscrape.com/catalogue/the-flowers-lied_573/index.html;The Flowers Lied;Default;2;£16.68;In stock (9 available)
http://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html;10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!;Health;5;£49.71;In stock (10 available)
http://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html;The Bourne Identity (Jason Bourne #1);Fiction;4;£42.78;In stock (7 available)
http://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html;Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations;Nonfiction;2;£25.06;In stock (8 available)
http://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html;The Fabric of the Cosmos: Space, Time, and the Texture of Reality;Science;1;£55.91;In stock (9 available)
http://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html;Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel;Travel;2;£36.94;In stock (8 available)
http://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html;The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1);Mystery;5;£52.30;In stock (7 available)
http://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html;The Book of Mormon;Religion;3;£24.57;In stock (9 available)
http://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html;Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want;Nonfiction;3;£12.55;In stock (8 available)
http://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html;The Unlikely Pilgrimage of Harold Fry (Harold Fry #1);Default;5;£43.62;In stock (8 available)
http://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html;Benjamin Franklin: An American Life;Biography;3;£48.19;In stock (7 available)
http://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html;The Art and Science of Low Carbohydrate Living;Health;5;£52.98;In stock (9 available)
http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html;Les Fleurs du Mal;Poetry;5;£29.04;In stock (8 available)
http://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html;The New Drawing on the Right Side of the Brain;Art;3;£43.02;In stock (8 available)
http://books.toscrape.com/catalogue/the-art-book_490/index.html;The Art Book;Art;2;£32.34;In stock (7 available)
http://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html;At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others;Philosophy;5;£29.93;In stock (7 available)
http://books.toscrape.com/catalogue/the-alien-club_569/index.html;The Alien Club;Young Adult;1;£54.40;In stock (9 available)
http://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html;Left Behind (Left Behind #1);Default;2;£40.72;In stock (8 available)
http://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html;The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer;Nonfiction;4;£28.45;In stock (8 available)
http://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html;The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change;Default;4;£33.17;In stock (7 available)
http://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html;A Summer In Europe;Travel;2;£44.34;In stock (7 available)
http://books.toscrape.com/catalogue/suzie-snowflake-one-beautiful-flake-a-self-esteem-story_568/index.html;Suzie Snowflake: One beautiful flake (a self-esteem story);Novels;5;£54.81;In stock (9 available)
http://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html;Team of Rivals: The Political Genius of Abraham Lincoln;Add a comment;5;£20.12;In stock (7 available)
http://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html;The Martian (The Martian #1);Default;2;£41.39;In stock (8 available)
http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html;Kill 'Em and Leave: Searching for James Brown and the American Soul;Music;5;£45.05;In stock (8 available)
http://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html;A Short History of Nearly Everything;History;5;£52.40;In stock (7 available)
http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html;Kierkegaard: A Christian Missionary to Christians;Philosophy;1;£47.13;In stock (8 available)
http://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html;The High Mountains of Portugal;Fiction;1;£51.15;In stock (8 available)
http://books.toscrape.com/catalogue/nap-a-roo_567/index.html;Nap-a-Roo;Childrens;1;£25.08;In stock (9 available)
http://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html;A Gathering of Shadows (Shades of Magic #2);Fantasy;4;£44.81;In stock (7 available)
